"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover in Lacs","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"KOTAKBANK","EQ","11-Apr-2016","        665.35","        670.90","        674.95","        660.30","        669.85","        671.30","        667.55","    1990818","      13289.71","      42521","    1230445","         61.81"
"KOTAKBANK","EQ","12-Apr-2016","        671.30","        669.85","        682.05","        669.75","        682.00","        677.35","        676.66","    1185688","       8023.09","      27167","     763606","         64.40"
"KOTAKBANK","EQ","13-Apr-2016","        677.35","        687.00","        699.95","        683.20","        690.65","        692.35","        692.81","    2437798","      16889.37","      49904","    1702339","         69.83"
"KOTAKBANK","EQ","18-Apr-2016","        692.35","        691.10","        691.10","        657.70","        683.00","        683.35","        681.49","    1638201","      11164.13","      50623","     851676","         51.99"
"KOTAKBANK","EQ","20-Apr-2016","        683.35","        687.40","        692.00","        680.20","        685.60","        687.15","        686.71","    1087651","       7469.05","      39154","     665477","         61.18"
"KOTAKBANK","EQ","21-Apr-2016","        687.15","        689.00","        689.60","        683.15","        685.55","        686.70","        686.04","    2137424","      14663.50","      41638","    1509768","         70.63"
"KOTAKBANK","EQ","22-Apr-2016","        686.70","        680.05","        683.75","        672.95","        678.40","        676.10","        678.81","    1975006","      13406.48","      37058","    1492372","         75.56"
"KOTAKBANK","EQ","25-Apr-2016","        676.10","        671.10","        682.85","        671.10","        682.50","        680.45","        678.53","    1211689","       8221.70","      26929","     833539","         68.79"
"KOTAKBANK","EQ","26-Apr-2016","        680.45","        679.95","        705.00","        678.85","        704.10","        700.85","        692.68","    2108459","      14604.80","      36778","    1347560","         63.91"
"KOTAKBANK","EQ","27-Apr-2016","        700.85","        702.40","        719.80","        701.00","        711.45","        712.50","        712.52","    1929112","      13745.40","      66441","    1112804","         57.68"
"KOTAKBANK","EQ","28-Apr-2016","        712.50","        715.00","        718.40","        698.50","        701.10","        701.45","        705.98","    1515244","      10697.36","      39303","     957955","         63.22"
"KOTAKBANK","EQ","29-Apr-2016","        701.45","        699.00","        719.35","        695.50","        715.85","        717.15","        711.13","    1490141","      10596.83","      33445","     795715","         53.40"
"KOTAKBANK","EQ","02-May-2016","        717.15","        714.20","        724.75","        712.10","        717.10","        718.20","        719.45","    1296560","       9328.08","      25756","     697180","         53.77"
"KOTAKBANK","EQ","03-May-2016","        718.20","        719.00","        722.95","        699.00","        708.10","        707.45","        709.20","    1358193","       9632.33","      36880","     676379","         49.80"
"KOTAKBANK","EQ","04-May-2016","        707.45","        706.05","        720.60","        704.80","        711.00","        712.65","        716.02","    2111368","      15117.83","      48736","    1457516","         69.03"
"KOTAKBANK","EQ","05-May-2016","        712.65","        713.90","        715.25","        704.05","        710.45","        709.15","        708.64","     975973","       6916.14","      28322","     584071","         59.84"
"KOTAKBANK","EQ","06-May-2016","        709.15","        706.05","        710.00","        696.10","        703.45","        702.95","        701.34","     667263","       4679.81","      22257","     324748","         48.67"
"KOTAKBANK","EQ","09-May-2016","        702.95","        703.00","        716.00","        702.90","        714.00","        713.85","        712.75","    1885335","      13437.69","      58420","    1292287","         68.54"
"KOTAKBANK","EQ","10-May-2016","        713.85","        717.75","        730.00","        711.40","        730.00","        722.85","        717.01","    1576803","      11305.86","      36417","     984522","         62.44"
"KOTAKBANK","EQ","11-May-2016","        722.85","        717.80","        737.00","        714.00","        730.40","        731.55","        730.08","    4117417","      30060.55","      92446","    1601722","         38.90"
"KOTAKBANK","EQ","12-May-2016","        731.55","        735.70","        743.75","        721.00","        726.60","        726.75","        734.10","    2785763","      20450.32","      65184","    1435747","         51.54"
"KOTAKBANK","EQ","13-May-2016","        726.75","        727.00","        728.90","        707.00","        708.50","        708.25","        714.81","    1429506","      10218.19","      51502","     799993","         55.96"
"KOTAKBANK","EQ","16-May-2016","        708.25","        708.10","        720.00","        703.00","        716.50","        718.25","        712.05","    2438969","      17366.61","      56985","    1553045","         63.68"
"KOTAKBANK","EQ","17-May-2016","        718.25","        719.00","        725.00","        708.00","        708.05","        708.90","        716.45","    2471677","      17708.38","      53755","    1674510","         67.75"
"KOTAKBANK","EQ","18-May-2016","        708.90","        708.00","        713.65","        700.25","        710.00","        708.90","        706.38","    1147912","       8108.61","      39376","     583168","         50.80"
"KOTAKBANK","EQ","19-May-2016","        708.90","        708.25","        710.50","        701.65","        706.00","        706.05","        706.99","     964151","       6816.44","      32489","     466655","         48.40"
"KOTAKBANK","EQ","20-May-2016","        706.05","        709.90","        710.70","        700.25","        701.50","        702.15","        705.58","     600500","       4237.00","      27847","     199166","         33.17"
"KOTAKBANK","EQ","23-May-2016","        702.15","        706.00","        710.65","        701.00","        701.00","        703.15","        705.54","    1437987","      10145.52","      53362","     971028","         67.53"
"KOTAKBANK","EQ","24-May-2016","        703.15","        702.90","        702.95","        692.50","        698.05","        698.40","        697.14","    2068972","      14423.53","      45371","    1598504","         77.26"
"KOTAKBANK","EQ","25-May-2016","        698.40","        704.00","        715.50","        700.50","        714.85","        712.75","        710.50","    2907812","      20659.88","      65454","    2110594","         72.58"
"KOTAKBANK","EQ","26-May-2016","        712.75","        716.10","        739.00","        714.35","        734.00","        730.20","        723.92","    1936113","      14015.92","      40119","    1259224","         65.04"
"KOTAKBANK","EQ","27-May-2016","        730.20","        734.40","        744.65","        733.10","        738.10","        742.55","        738.55","    1293521","       9553.32","      27224","     712640","         55.09"
"KOTAKBANK","EQ","30-May-2016","        742.55","        748.70","        754.50","        740.05","        741.00","        742.60","        745.71","     729005","       5436.27","      23368","     323152","         44.33"
"KOTAKBANK","EQ","31-May-2016","        742.60","        743.30","        750.00","        739.50","        744.65","        746.55","        744.99","    1167685","       8699.13","      22934","     719243","         61.60"
"KOTAKBANK","EQ","01-Jun-2016","        746.55","        749.75","        749.75","        740.40","        749.00","        745.35","        743.22","     918251","       6824.65","      44881","     545237","         59.38"
"KOTAKBANK","EQ","02-Jun-2016","        745.35","        749.00","        750.00","        736.40","        745.95","        746.30","        742.62","    1605981","      11926.33","      45991","     916820","         57.09"
"KOTAKBANK","EQ","03-Jun-2016","        746.30","        750.00","        772.45","        743.10","        769.00","        769.30","        762.71","    2480775","      18921.12","      46213","    1573014","         63.41"
"KOTAKBANK","EQ","06-Jun-2016","        769.30","        770.10","        775.00","        762.55","        764.60","        765.25","        767.59","    1157650","       8886.00","      31442","     694299","         59.97"
"KOTAKBANK","EQ","07-Jun-2016","        765.25","        770.00","        778.85","        760.85","        769.15","        772.05","        772.20","    1857761","      14345.56","      51109","    1239973","         66.75"
"KOTAKBANK","EQ","08-Jun-2016","        772.05","        768.10","        770.00","        755.00","        759.40","        759.35","        759.23","    1227612","       9320.35","      30725","     743169","         60.54"
"KOTAKBANK","EQ","09-Jun-2016","        759.35","        761.90","        761.90","        750.10","        754.30","        752.75","        753.99","    1301396","       9812.43","      42354","     844032","         64.86"
"KOTAKBANK","EQ","10-Jun-2016","        752.75","        751.10","        757.50","        743.35","        750.00","        750.70","        750.56","    1510634","      11338.23","      49062","     980274","         64.89"
"KOTAKBANK","EQ","13-Jun-2016","        750.70","        746.00","        757.45","        745.00","        753.10","        755.90","        749.93","    1629842","      12222.63","      32062","    1135991","         69.70"
"KOTAKBANK","EQ","14-Jun-2016","        755.90","        758.50","        758.50","        749.30","        752.25","        752.10","        752.49","     663569","       4993.32","      16253","     331405","         49.94"
"KOTAKBANK","EQ","15-Jun-2016","        752.10","        757.00","        768.10","        753.00","        765.35","        765.55","        759.32","     887211","       6736.81","      18831","     549969","         61.99"
"KOTAKBANK","EQ","16-Jun-2016","        765.55","        765.90","        765.90","        746.35","        752.80","        754.45","        753.36","    1079000","       8128.72","      25516","     598938","         55.51"
"KOTAKBANK","EQ","17-Jun-2016","        754.45","        756.00","        760.85","        748.75","        749.15","        751.10","        752.22","     814258","       6125.04","      37162","     502926","         61.76"
"KOTAKBANK","EQ","20-Jun-2016","        751.10","        741.80","        756.80","        740.00","        749.25","        751.95","        752.04","     894007","       6723.28","      29539","     523956","         58.61"
"KOTAKBANK","EQ","21-Jun-2016","        751.95","        750.10","        753.55","        742.80","        744.60","        746.75","        747.46","     702853","       5253.55","      19432","     434906","         61.88"
"KOTAKBANK","EQ","22-Jun-2016","        746.75","        747.00","        750.95","        733.40","        738.60","        739.35","        745.62","    2686930","      20034.22","      59519","    2347634","         87.37"
"KOTAKBANK","EQ","23-Jun-2016","        739.35","        741.00","        750.10","        738.15","        747.05","        747.25","        742.30","     987665","       7331.40","      33470","     612079","         61.97"
"KOTAKBANK","EQ","24-Jun-2016","        747.25","        730.00","        738.05","        710.75","        732.20","        733.90","        723.39","    2002188","      14483.62","      56647","    1191020","         59.49"
"KOTAKBANK","EQ","27-Jun-2016","        733.90","        723.05","        744.60","        723.05","        738.65","        739.40","        737.80","     774869","       5716.98","      22049","     342652","         44.22"
"KOTAKBANK","EQ","28-Jun-2016","        739.40","        738.40","        747.80","        737.70","        740.00","        743.30","        743.09","     761264","       5656.88","      38787","     453407","         59.56"
"KOTAKBANK","EQ","29-Jun-2016","        743.30","        745.00","        754.00","        742.65","        750.95","        752.80","        750.21","    1477280","      11082.73","      68975","    1075630","         72.81"
"KOTAKBANK","EQ","30-Jun-2016","        752.80","        759.90","        766.55","        754.25","        761.45","        763.35","        760.91","    3334365","      25371.63","     108836","    2300759","         69.00"
"KOTAKBANK","EQ","01-Jul-2016","        763.35","        764.00","        766.00","        750.90","        752.50","        753.40","        756.51","    1565210","      11841.03","      59519","    1076580","         68.78"
"KOTAKBANK","EQ","04-Jul-2016","        753.40","        755.50","        756.25","        741.20","        742.90","        743.95","        746.67","    1172694","       8756.20","      28285","     749717","         63.93"
"KOTAKBANK","EQ","05-Jul-2016","        743.95","        744.45","        747.40","        738.40","        740.00","        740.40","        743.38","    1125300","       8365.23","      16670","     732806","         65.12"
"KOTAKBANK","EQ","07-Jul-2016","        740.40","        741.00","        751.50","        739.15","        745.00","        745.90","        744.81","     963213","       7174.06","      39307","     515161","         53.48"
"KOTAKBANK","EQ","08-Jul-2016","        745.90","        745.10","        747.70","        737.60","        742.00","        743.45","        743.33","     604463","       4493.13","      31635","     329974","         54.59"
"KOTAKBANK","EQ","11-Jul-2016","        743.45","        750.95","        763.00","        747.10","        761.50","        760.55","        755.86","    1871614","      14146.85","      55341","    1485544","         79.37"
"KOTAKBANK","EQ","12-Jul-2016","        760.55","        765.00","        766.75","        757.95","        762.05","        763.65","        762.29","    1541569","      11751.28","      51261","     768466","         49.85"
"KOTAKBANK","EQ","13-Jul-2016","        763.65","        763.45","        776.75","        760.45","        775.30","        775.00","        771.17","    2018597","      15566.78","      42505","    1297149","         64.26"
"KOTAKBANK","EQ","14-Jul-2016","        775.00","        779.00","        784.00","        774.40","        775.75","        780.20","        780.57","    1555879","      12144.74","      46435","     987134","         63.45"
"KOTAKBANK","EQ","15-Jul-2016","        780.20","        779.00","        781.00","        767.65","        771.55","        772.15","        773.40","    2059278","      15926.50","      81730","    1620877","         78.71"
"KOTAKBANK","EQ","18-Jul-2016","        772.15","        775.00","        782.85","        769.35","        780.00","        776.80","        776.43","    2358938","      18315.42","      63943","    1579479","         66.96"
"KOTAKBANK","EQ","19-Jul-2016","        776.80","        779.50","        781.45","        769.40","        777.80","        777.80","        776.39","    1608870","      12491.09","      37136","    1085611","         67.48"
"KOTAKBANK","EQ","20-Jul-2016","        777.80","        778.00","        784.35","        778.00","        781.90","        782.20","        781.65","    1316948","      10293.87","      39061","     966468","         73.39"
"KOTAKBANK","EQ","21-Jul-2016","        782.20","        786.50","        787.50","        759.00","        760.50","        760.65","        771.48","    3849134","      29695.39","      72994","    1580325","         41.06"
"KOTAKBANK","EQ","22-Jul-2016","        760.65","        762.00","        764.90","        753.25","        759.95","        760.05","        760.68","    1429617","      10874.82","      29555","     716007","         50.08"
"KOTAKBANK","EQ","25-Jul-2016","        760.05","        761.95","        773.20","        750.00","        765.10","        764.40","        758.05","    3393118","      25721.53","      68512","    2501296","         73.72"
"KOTAKBANK","EQ","26-Jul-2016","        764.40","        765.50","        766.00","        746.35","        753.90","        751.70","        756.74","    1749020","      13235.55","      46980","    1266519","         72.41"
"KOTAKBANK","EQ","27-Jul-2016","        751.70","        752.10","        760.00","        745.50","        752.65","        754.00","        753.69","    1076756","       8115.35","      34312","     690530","         64.13"
"KOTAKBANK","EQ","28-Jul-2016","        754.00","        756.00","        760.05","        745.65","        755.00","        750.35","        750.54","    3435526","      25784.83","      55965","    2813642","         81.90"
"KOTAKBANK","EQ","29-Jul-2016","        750.35","        751.50","        766.15","        749.30","        763.00","        763.50","        757.62","    1457598","      11043.00","      28804","    1057291","         72.54"
"KOTAKBANK","EQ","01-Aug-2016","        763.50","        766.00","        769.45","        748.00","        756.50","        753.15","        754.79","    1750650","      13213.75","      38118","    1238037","         70.72"
"KOTAKBANK","EQ","02-Aug-2016","        753.15","        750.30","        763.00","        749.90","        761.15","        760.10","        754.41","    1495743","      11284.01","      31476","    1068813","         71.46"
"KOTAKBANK","EQ","03-Aug-2016","        760.10","        759.00","        764.00","        754.80","        757.45","        756.20","        758.98","    1344312","      10203.02","      42905","     944434","         70.25"
"KOTAKBANK","EQ","04-Aug-2016","        756.20","        759.75","        761.30","        751.00","        755.95","        756.40","        756.48","    1249512","       9452.28","      48954","     892259","         71.41"
"KOTAKBANK","EQ","05-Aug-2016","        756.40","        759.80","        776.00","        756.60","        770.55","        774.35","        766.89","    2365366","      18139.64","      40272","    1805551","         76.33"
"KOTAKBANK","EQ","08-Aug-2016","        774.35","        777.00","        781.80","        767.95","        769.05","        771.50","        775.42","    1659840","      12870.76","      34548","    1351400","         81.42"
"KOTAKBANK","EQ","09-Aug-2016","        771.50","        772.80","        772.90","        760.10","        765.50","        764.75","        766.51","     877535","       6726.35","      29193","     508675","         57.97"
"KOTAKBANK","EQ","10-Aug-2016","        764.75","        769.70","        769.70","        758.65","        761.30","        761.25","        763.88","    1093959","       8356.49","      15036","     744054","         68.01"
"KOTAKBANK","EQ","11-Aug-2016","        761.25","        761.00","        768.95","        759.15","        766.60","        764.65","        764.60","    1006546","       7696.03","      37581","     644177","         64.00"
"KOTAKBANK","EQ","12-Aug-2016","        764.65","        771.90","        771.90","        760.00","        760.20","        762.90","        766.06","    1128132","       8642.14","      14772","     761158","         67.47"
"KOTAKBANK","EQ","16-Aug-2016","        762.90","        766.50","        775.90","        762.15","        771.75","        772.80","        770.06","    1826143","      14062.32","      31272","    1410806","         77.26"
"KOTAKBANK","EQ","17-Aug-2016","        772.80","        771.00","        771.60","        761.10","        766.00","        765.65","        765.44","     814886","       6237.44","      27352","     533013","         65.41"
"KOTAKBANK","EQ","18-Aug-2016","        765.65","        766.90","        785.95","        766.85","        784.00","        784.40","        779.89","    1765760","      13770.96","      38101","    1115165","         63.15"
"KOTAKBANK","EQ","19-Aug-2016","        784.40","        785.95","        785.95","        774.00","        780.00","        778.75","        779.20","     996170","       7762.17","      27262","     624047","         62.64"
"KOTAKBANK","EQ","22-Aug-2016","        778.75","        780.00","        782.00","        768.80","        773.90","        772.85","        773.15","     612762","       4737.60","      24897","     373082","         60.89"
"KOTAKBANK","EQ","23-Aug-2016","        772.85","        773.35","        780.00","        771.05","        779.10","        778.35","        774.83","     572986","       4439.68","      16348","     373283","         65.15"
"KOTAKBANK","EQ","24-Aug-2016","        778.35","        779.00","        781.90","        772.10","        776.60","        777.00","        776.68","    1141719","       8867.50","      22836","     843425","         73.87"
"KOTAKBANK","EQ","25-Aug-2016","        777.00","        778.00","        784.00","        772.05","        781.00","        780.75","        777.91","    1477112","      11490.61","      20473","     899171","         60.87"
"KOTAKBANK","EQ","26-Aug-2016","        780.75","        782.50","        789.00","        772.85","        781.00","        780.80","        780.54","     853973","       6665.62","      19467","     410187","         48.03"
"KOTAKBANK","EQ","29-Aug-2016","        780.80","        780.70","        788.90","        775.15","        780.00","        781.40","        783.74","     762039","       5972.38","      16621","     417641","         54.81"
"KOTAKBANK","EQ","30-Aug-2016","        781.40","        781.90","        787.05","        780.20","        784.60","        786.15","        785.13","     799025","       6273.35","      17075","     465793","         58.30"
"KOTAKBANK","EQ","31-Aug-2016","        786.15","        795.00","        814.95","        793.15","        809.00","        806.90","        805.82","    3346444","      26966.27","      59733","    1745738","         52.17"
"KOTAKBANK","EQ","01-Sep-2016","        806.90","        813.00","        817.45","        807.50","        812.50","        810.70","        811.68","    1161928","       9431.10","      35156","     634861","         54.64"
"KOTAKBANK","EQ","02-Sep-2016","        810.70","        812.00","        815.75","        808.30","        813.10","        813.60","        812.54","     930759","       7562.77","      22244","     608985","         65.43"
"KOTAKBANK","EQ","06-Sep-2016","        813.60","        819.90","        822.00","        815.00","        818.75","        818.05","        817.42","    1027879","       8402.08","      33864","     722776","         70.32"
"KOTAKBANK","EQ","07-Sep-2016","        818.05","        818.85","        823.00","        802.45","        804.75","        804.10","        807.69","    1171053","       9458.51","      17378","     797175","         68.07"
"KOTAKBANK","EQ","08-Sep-2016","        804.10","        804.75","        822.30","        800.25","        818.00","        819.75","        814.62","    1724362","      14047.01","      29935","     980629","         56.87"
"KOTAKBANK","EQ","09-Sep-2016","        819.75","        819.70","        825.40","        808.60","        818.10","        818.85","        817.52","    1144933","       9360.10","      61244","     632554","         55.25"
"KOTAKBANK","EQ","12-Sep-2016","        818.85","        811.95","        815.00","        805.00","        814.00","        813.30","        810.49","     741529","       6010.01","      19619","     325344","         43.87"
"KOTAKBANK","EQ","14-Sep-2016","        813.30","        813.90","        820.00","        803.30","        805.80","        805.95","        807.26","    2041155","      16477.42","      45021","    1371327","         67.18"
"KOTAKBANK","EQ","15-Sep-2016","        805.95","        806.95","        811.75","        803.30","        808.10","        808.60","        806.92","    1182665","       9543.16","      22044","     847486","         71.66"
"KOTAKBANK","EQ","16-Sep-2016","        808.60","        810.90","        819.95","        804.70","        805.90","        806.60","        809.00","    4352409","      35211.04","      66399","    3736245","         85.84"
"KOTAKBANK","EQ","19-Sep-2016","        806.60","        808.40","        812.20","        799.10","        802.00","        802.85","        803.91","    2257955","      18151.89","      32666","    1614210","         71.49"
"KOTAKBANK","EQ","20-Sep-2016","        802.85","        802.00","        803.30","        791.50","        792.50","        792.75","        794.63","    1557067","      12372.87","      42718","     908910","         58.37"
"KOTAKBANK","EQ","21-Sep-2016","        792.75","        794.10","        795.75","        786.65","        788.60","        788.40","        790.88","    2317848","      18331.39","      55912","    1479276","         63.82"
"KOTAKBANK","EQ","22-Sep-2016","        788.40","        799.00","        801.90","        791.00","        794.15","        795.15","        795.39","    2111498","      16794.75","      41128","    1532390","         72.57"
"KOTAKBANK","EQ","23-Sep-2016","        795.15","        795.70","        803.40","        793.05","        793.10","        796.15","        798.32","    4190651","      33454.67","      50877","    3561014","         84.98"
"KOTAKBANK","EQ","26-Sep-2016","        796.15","        792.15","        794.25","        784.35","        786.50","        787.75","        789.31","    1117777","       8822.71","      42722","     804907","         72.01"
"KOTAKBANK","EQ","27-Sep-2016","        787.75","        785.25","        798.25","        782.50","        785.75","        784.45","        790.74","    1427314","      11286.34","      32408","    1028452","         72.06"
"KOTAKBANK","EQ","28-Sep-2016","        784.45","        783.00","        791.80","        778.50","        782.50","        782.30","        782.25","    1955271","      15295.05","      35367","    1612881","         82.49"
"KOTAKBANK","EQ","29-Sep-2016","        782.30","        787.50","        799.45","        769.25","        778.70","        772.60","        782.59","   55058370","     430879.01","      78342","   50367449","         91.48"
"KOTAKBANK","EQ","30-Sep-2016","        772.60","        772.00","        782.30","        766.10","        780.20","        777.00","        773.14","    2432078","      18803.38","      45558","    1636807","         67.30"
"KOTAKBANK","EQ","03-Oct-2016","        777.00","        788.95","        792.70","        783.15","        789.45","        788.05","        788.16","     982792","       7746.00","      25048","     537856","         54.73"
"KOTAKBANK","EQ","04-Oct-2016","        788.05","        790.90","        796.60","        782.30","        790.35","        791.70","        792.32","    1152157","       9128.82","      24821","     632448","         54.89"
"KOTAKBANK","EQ","05-Oct-2016","        791.70","        794.80","        794.80","        780.50","        780.50","        782.15","        785.15","    1007548","       7910.72","      13596","     626532","         62.18"
"KOTAKBANK","EQ","06-Oct-2016","        782.15","        782.00","        790.00","        777.50","        780.70","        783.00","        786.19","    1362633","      10712.83","      32002","    1014384","         74.44"
"KOTAKBANK","EQ","07-Oct-2016","        783.00","        782.60","        785.00","        775.15","        782.55","        782.65","        782.18","     740458","       5791.68","      14263","     386693","         52.22"
"KOTAKBANK","EQ","10-Oct-2016","        782.65","        784.90","        785.50","        779.00","        780.25","        780.20","        781.50","     749600","       5858.10","      17423","     455585","         60.78"
